Ward,Old Ward,Borough,WardName,1  Total;2001/02,1  Total;2002/03,1  Total;2003/04,1  Total;2004/05,1  Total;2005/06,1  Total;2006/07,1  Total;2007/08,1  Total;2008/09,1  Total;2009/10,1  Total;2010/11,1  Total;2011/12,1  Total;2012/13,1  Total;2013/14,1  Total;2014/15,2  Violence Against The Person;2001/02,2  Violence Against The Person;2002/03,2  Violence Against The Person;2003/04,2  Violence Against The Person;2004/05,2  Violence Against The Person;2005/06,2  Violence Against The Person;2006/07,2  Violence Against The Person;2007/08,2  Violence Against The Person;2008/09,2  Violence Against The Person;2009/10,2  Violence Against The Person;2010/11,2  Violence Against The Person;2011/12,2  Violence Against The Person;2012/13,2  Violence Against The Person;2013/14,2  Violence Against The Person;2014/15,3  Sexual Offences;2001/02,3  Sexual Offences;2002/03,3  Sexual Offences;2003/04,3  Sexual Offences;2004/05,3  Sexual Offences;2005/06,3  Sexual Offences;2006/07,3  Sexual Offences;2007/08,3  Sexual Offences;2008/09,3  Sexual Offences;2009/10,3  Sexual Offences;2010/11,3  Sexual Offences;2011/12,3  Sexual Offences;2012/13,3  Sexual Offences;2013/14,3  Sexual Offences;2014/15,4  Robbery;2001/02,4  Robbery;2002/03,4  Robbery;2003/04,4  Robbery;2004/05,4  Robbery;2005/06,4  Robbery;2006/07,4  Robbery;2007/08,4  Robbery;2008/09,4  Robbery;2009/10,4  Robbery;2010/11,4  Robbery;2011/12,4  Robbery;2012/13,4  Robbery;2013/14,4  Robbery;2014/15,5  Burglary;2001/02,5  Burglary;2002/03,5  Burglary;2003/04,5  Burglary;2004/05,5  Burglary;2005/06,5  Burglary;2006/07,5  Burglary;2007/08,5  Burglary;2008/09,5  Burglary;2009/10,5  Burglary;2010/11,5  Burglary;2011/12,5  Burglary;2012/13,5  Burglary;2013/14,5  Burglary;2014/15,6  Theft And Handling;2001/02,6  Theft And Handling;2002/03,6  Theft And Handling;2003/04,6  Theft And Handling;2004/05,6  Theft And Handling;2005/06,6  Theft And Handling;2006/07,6  Theft And Handling;2007/08,6  Theft And Handling;2008/09,6  Theft And Handling;2009/10,6  Theft And Handling;2010/11,6  Theft And Handling;2011/12,6  Theft And Handling;2012/13,6  Theft And Handling;2013/14,6  Theft And Handling;2014/15,7  Fraud Or Forgery*;2001/02,7  Fraud Or Forgery*;2002/03,7  Fraud Or Forgery*;2003/04,7  Fraud Or Forgery*;2004/05,7  Fraud Or Forgery*;2005/06,7  Fraud Or Forgery*;2006/07,7  Fraud Or Forgery*;2007/08,7  Fraud Or Forgery*;2008/09,7  Fraud Or Forgery*;2009/10,7  Fraud Or Forgery*;2010/11,7  Fraud Or Forgery*;2011/12,7  Fraud Or Forgery*;2012/13,7  Fraud Or Forgery*;2013/14,7  Fraud Or Forgery*;2014/15,8  Criminal Damage;2001/02,8  Criminal Damage;2002/03,8  Criminal Damage;2003/04,8  Criminal Damage;2004/05,8  Criminal Damage;2005/06,8  Criminal Damage;2006/07,8  Criminal Damage;2007/08,8  Criminal Damage;2008/09,8  Criminal Damage;2009/10,8  Criminal Damage;2010/11,8  Criminal Damage;2011/12,8  Criminal Damage;2012/13,8  Criminal Damage;2013/14,8  Criminal Damage;2014/15,9  Drugs;2001/02,9  Drugs;2002/03,9  Drugs;2003/04,9  Drugs;2004/05,9  Drugs;2005/06,9  Drugs;2006/07,9  Drugs;2007/08,9  Drugs;2008/09,9  Drugs;2009/10,9  Drugs;2010/11,9  Drugs;2011/12,9  Drugs;2012/13,9  Drugs;2013/14,9  Drugs;2014/15,10  Other Notifiable Offences;2001/02,10  Other Notifiable Offences;2002/03,10  Other Notifiable Offences;2003/04,10  Other Notifiable Offences;2004/05,10  Other Notifiable Offences;2005/06,10  Other Notifiable Offences;2006/07,10  Other Notifiable Offences;2007/08,10  Other Notifiable Offences;2008/09,10  Other Notifiable Offences;2009/10,10  Other Notifiable Offences;2010/11,10  Other Notifiable Offences;2011/12,10  Other Notifiable Offences;2012/13,10  Other Notifiable Offences;2013/14,10  Other Notifiable Offences;2014/15,Population;2001,Population;2002,Population;2003,Population;2004,Population;2005,Population;2006,Population;2007,Population;2008,Population;2009,Population;2010,Population;2011,Population;2012,Population;2013
E05000513,490,Redbridge,Snaresbrook,102.0871143,119.4718278,108.4218103,102.3475013,85.88038404,73.22194034,61.56651615,61.01228839,64.15929204,61.85132056,66.10878661,69,56.10941748,51.82499794,9.346642468,12.75210274,11.24707576,12.62671172,10.9222232,9.710436532,9.812434873,6.960556845,8.934649421,8.184963294,7.782426778,6.833333333,7.744912252,10.87583423,0.181488203,0.271321335,0.629836243,1.155966566,0.968906897,0.08748141,0.521014241,0.773395205,0.255275698,0.590667454,0.418410042,0.25,0.164785367,1.235890253,4.809437387,4.069820024,4.58880691,5.95767384,7.134678059,5.598810253,4.515456756,3.265446421,3.658951668,3.544004725,4.60251046,2.833333333,1.318282936,2.059817088,16.15245009,19.17337433,19.34497031,15.65000889,14.00510878,13.90954422,10.68079194,12.28839048,15.48672566,9.788203527,12.9707113,13.41666667,10.79344154,8.156875669,46.46098004,55.7113141,48.94727371,45.17161657,29.68378402,32.80552883,22.57728378,26.72510097,23.65554799,28.18327567,28.45188285,35.33333333,27.27197825,21.91645382,6.624319419,3.436736909,2.969228001,5.690912324,8.808244517,1.662146794,1.389371309,1.804588812,2.637848877,2.784575141,2.259414226,3.916666667,0.082392684,0,17.15063521,21.07262368,17.7253914,13.78267829,10.65797587,7.960808328,8.336227857,6.101228839,5.786249149,6.244198802,6.276150628,4,5.355524429,4.20202686,0.816696915,1.26616623,1.979485334,1.422728081,2.55439091,0.699851282,2.865578326,2.921715219,3,2,3,2,3,2,1,2,1,1,1,1,0.868357068,0.171865601,1.10619469,0.506286389,0.418410042,0.75,0.741534152,1.483068304,11020,11057,11114,11246,11353,11431,11516,11637,11752,11851,11950,12000,12137
E05000514,491,Redbridge,Valentines,155.0616867,176.171419,166.5024631,159.0233716,141.5072053,141.3531506,140.4669557,161.5522121,150.1569458,128.5192349,133.8245614,115,100.7384324,104.4644672,26.95622782,33.85025846,31.11658456,32.6881375,25.90755178,31.58383651,28.44322762,27.4839863,25.91430031,25.93308976,21.40350877,24.65277778,26.42097419,31.70516903,1.183031942,1.083875271,1.3136289,2.248815356,0.472478148,0.77411364,0.608411286,2.085505735,0.875976349,1.647682499,1.543859649,1.527777778,1.964636542,2.438859156,8.281223593,8.254127064,8.374384236,8.674002088,6.929679502,8.128193219,6.00806145,6.405481901,7.664793051,4.584855649,5.403508772,4.930555556,5.961655714,3.861526997,15.04140612,13.25662831,12.47947455,15.74170749,15.11930073,14.70815916,13.30899688,16.53508119,13.0666472,12.03524608,9.964912281,10.20833333,9.145721835,8.603753133,70.05239141,76.53826913,77.01149425,69.79359088,67.48562879,58.98745936,58.40748346,65.09757188,60.36937003,51.9378179,59.50877193,48.81944444,37.73457083,38.75076214,11.23880345,15.5911289,10.42692939,7.308649908,5.039766911,4.257625019,5.09544452,6.479964248,4.817869918,4.083387062,4.280701754,5.833333333,0.067746088,0.067746088,19.18201791,21.42738036,20.03284072,18.23146735,14.25309079,14.08886825,10.72324892,16.31163414,14.08861961,9.814456623,9.824561404,7.222222222,6.774608766,8.12953052,1.690045631,4.002001001,4.351395731,2.650389527,5.039766911,7.276668215,16.80736178,19.29092805,22,17,20,11,10,8,1,2,1,2,1,2,1.064719751,1.862058692,1.386962552,1.43276739,2.035087719,1.25,2.438859156,2.574351331,11834,11994,12180,12451,12699,12918,13149,13426,13699,13959,14250,14400,14761
E05000515,492,Redbridge,Wanstead,96.11766718,92.26011511,97.00206754,94.24892704,85.66283656,81.60109947,87.90641665,106.4067331,88.82595263,88.40206186,89.95708155,81.88841202,72.84149758,71.82273538,9.235505387,9.878876385,12.31909028,10.55793991,9.260847196,8.933172994,7.655255462,11.93747853,10.29866117,8.333333333,7.210300429,7.467811159,8.914169284,9.168859835,0.342055755,0.859032729,0.947622329,1.115879828,0.428742926,1.288438413,0.172028213,1.459979389,0.772399588,0.343642612,0.686695279,0.772532189,0.679174803,1.358349605,4.104669061,4.72468001,4.824259132,5.321888412,6.345395301,5.411441333,5.074832272,4.122294744,5.32097494,3.780068729,6.9527897,5.150214592,3.565667714,2.122421258,14.02428596,12.28416803,14.38662991,15.53648069,18.43594581,14.17282254,16.3426802,15.28684301,15.96292482,16.58075601,18.2832618,15.87982833,13.41370235,10.18762204,32.92286643,32.72914698,31.0992419,33.13304721,27.52529583,29.5481876,28.04059866,29.62899347,26.17576382,32.90378007,32.87553648,34.93562232,38.03378895,36.67543934,13.51120233,13.22910403,9.820813232,9.442060086,9.775338707,9.276756571,14.02029933,22.41497767,12.95914864,12.97250859,9.871244635,7.811158798,0.08489685,0,19.4116641,16.4934284,20.93383873,16.4806867,10.11833305,11.33825803,9.117495269,10.90690484,8.324751116,5.58419244,7.124463519,4.034334764,3.650564564,5.26360472,1.795792714,1.288549094,2.067539628,1.716738197,3.515691991,1.460230201,7.22518493,10.391618,9,8,6,5,4,6,1,1,1,1,0,0,0.258042319,0.257643422,0.171644353,0.343642612,0.858369099,0.686695279,0.339587401,0.594277952,11694,11641,11608,11650,11662,11642,11626,11644,11652,11640,11650,11650,11779
E05000516,493,Richmond Upon Thames,Barnes,80.35444568,86.19474373,75.17061421,85.61712342,70.29230463,72.91975858,66.01248885,67.53812636,57.63943441,62.54255423,62.31884058,64.92753623,55.43426673,55.7190318,9.062531467,11.9826805,8.329987957,9.301860372,9.544641082,7.222716929,8.226781643,7.130124777,7.560879811,7.003209804,7.053140097,8.985507246,6.644518272,9.58709065,0.201389588,0.100694794,0,0.300060012,0.298270034,0.296823983,0.198235702,0.594177065,1.178318932,0.778134423,0.676328502,0.483091787,0.474608448,1.328903654,1.913201088,1.611116705,1.103974308,3.50070014,3.579240406,3.759770456,1.685003469,2.574767281,2.356637863,1.459002043,1.256038647,1.54589372,0.949216896,0.949216896,15.00352432,12.88893364,14.4520273,13.60272054,15.01292503,13.95072722,12.7862028,13.17092494,9.917517675,11.08841552,9.951690821,10.33816425,8.542952065,9.492168961,34.33692478,41.08347598,38.53873946,41.30826165,26.24776297,32.94746215,29.93359104,28.22341058,24.94108405,28.59644004,31.5942029,34.10628019,30.94447081,27.62221168,2.71875944,3.322928205,2.609393818,2.800560112,2.783853649,2.572474523,2.477946278,2.673796791,2.258444619,3.696138508,3.961352657,2.898550725,0.09492169,0,15.60769308,13.89588158,8.932155761,13.80276055,12.22907139,10.38883942,8.028545941,10.49712814,6.480754124,7.100476607,4.830917874,4.251207729,4.84100617,4.651162791,1.006947941,0.704863559,0.802890405,0.900180036,0.397693378,1.484119917,2.279710576,2.178649237,3,2,3,2,2,2,1,1,0,0,0,0,0.396471404,0.495147554,0.392772977,0.68086762,0.289855072,0.676328502,0.664451827,0.474608448,9931,9931,9964,9998,10058,10107,10089,10098,10184,10281,10350,10350,10535
E05000517,494,Richmond Upon Thames,East Sheen,82.0138043,75.62854826,79.11200807,72.32546459,57.43344302,64.51932607,47.99682666,52.04313842,54.08583186,58.74369911,59.71153846,49.80769231,46.85866363,48.66457561,5.785627284,6.184103812,5.95358224,6.328478152,5.783228637,6.243805748,4.561681872,5.243890373,6.662747403,6.882512602,5.096153846,5.769230769,5.322687957,8.554319932,0.406008932,0.506893755,0.201816347,0,0.199421677,0.099108028,0.198333994,0.494706639,0.489907897,0.387747189,0.673076923,0.192307692,0.380191997,0.760383994,2.030044661,1.926196269,1.614530777,2.009040683,1.695084256,3.07234886,1.487504958,0.89047195,1.567705271,1.357115161,2.019230769,1.25,0.475239996,0.475239996,23.6500203,15.81508516,13.21897074,14.46509292,11.56645727,11.10009911,8.23086077,11.27931137,9.602194787,14.73439318,10.57692308,9.326923077,9.599847923,8.839463929,31.05968331,37.00324412,43.39051463,35.45956806,25.326553,31.21902874,26.08092027,23.44909469,22.4377817,25.88212485,31.44230769,24.80769231,25.66295979,24.23723981,3.451075924,2.838605028,3.733602422,2.41084882,2.193638448,2.378592666,1.090836969,1.286237261,2.351557907,2.811167119,3.461538462,3.846153846,0.285143998,0.190095998,14.41331709,9.935117599,9.989909183,9.643395279,10.36992721,8.82061447,4.264180881,7.816364896,9.504213208,4.84683986,5.480769231,2.980769231,3.421727973,3.992015968,0.304506699,0.811030008,0.807265388,1.406328478,0.199421677,1.387512389,1.586671956,1.187295934,1,2,1,1,1,1,1,1,0,1,0,0,0.495834986,0.395765311,0.587889477,0.290810392,0.096153846,0.576923077,0.285143998,0.665335995,9852,9864,9910,9955,10029,10090,10084,10107,10206,10316,10400,10400,10521
E05000518,495,Richmond Upon Thames,Fulwell and Hampton Hill,61.58850068,64.68494871,58.69497346,53.90584584,62.37176857,62.53182605,53.74045802,43.91926159,47.45184591,52.14115781,39.7044335,46.47058824,43.77723971,44.74576271,8.288742,11.19949759,12.48829223,8.380755303,10.7714403,9.573276301,6.208651399,7.6072624,8.226324238,8.128469469,7.192118227,7.745098039,7.748184019,11.52542373,0.629524709,0.209336404,0.104069102,1.034661148,0.615510874,0.916590284,0.814249364,0.710011157,0.601926164,0.693893735,0.886699507,1.078431373,0.677966102,1.162227603,1.573811772,1.674691229,1.561036528,0.827728919,1.538777185,2.138710663,1.119592875,0.811441323,1.003210273,0.198255353,1.18226601,0.490196078,0.387409201,0.484261501,9.652712202,7.326774126,8.117389947,9.001551992,8.514567091,12.11936042,13.02798982,8.722994218,6.821829856,10.40840603,7.586206897,10.19607843,10.65375303,8.523002421,18.36113734,26.37638685,19.56499115,18.62390067,17.54205991,22.20185355,21.17048346,16.73597728,18.45906902,17.54559873,14.48275862,15.19607843,15.20581114,15.78692494,3.042702759,3.349382458,2.705796649,1.862390067,2.256873205,1.018433649,1.221374046,1.014301653,1.605136437,1.784298176,1.57635468,2.058823529,0.0968523,0.0968523,18.04637499,13.60686623,12.38422312,12.5193999,19.49117768,12.93410734,8.34605598,6.08580992,8.025682183,10.30927835,5.615763547,6.568627451,6.779661017,5.423728814,1.468890987,0.523341009,1.248829223,1.138127263,1.025851457,1.425807109,1.628498728,1.420022315,2,2,1,2,2,1,1,0,1,1,1,0,0.203562341,0.811441323,0.501605136,0.693893735,0,0.68627451,0.387409201,0.581113801,9531,9554,9609,9665,9748,9819,9825,9859,9968,10088,10150,10200,10325
E05000519,496,Richmond Upon Thames,"Ham, Petersham and Richmond Riverside",67.14431934,78.267089,82.23216101,85.15372168,76.1589404,73.85627429,62.09508622,64.11530815,61.09198229,58.26848249,64.83091787,63.65384615,45.91063991,56.03937902,9.211873081,13.28292633,15.14535475,16.88915858,13.24503311,11.66151699,11.56184591,10.83499006,12.29709788,12.15953307,12.85024155,13.65384615,11.64331693,14.00984476,0.307062436,0.715234495,1.219760114,0.707928803,0.20068232,0.897039769,0.797368683,0.397614314,0.196753566,0.875486381,1.449275362,0.673076923,1.419916698,1.987883378,1.432958035,0.919587208,0.406586705,1.82038835,1.906482039,1.594737367,0.498355427,0.795228628,0.787014265,0.875486381,1.352657005,1.25,0.851950019,0.851950019,9.211873081,8.684990293,9.758080911,10.82119741,10.03411599,12.9572411,9.169739858,10.23856859,7.771765863,6.420233463,9.758454106,9.711538462,6.247633472,10.034078,24.56499488,27.68979258,26.22484245,22.04692557,21.87437287,24.41941593,20.83125685,24.5526839,23.21692081,22.85992218,22.70531401,21.15384615,17.13366149,19.40552821,1.637666325,2.55440891,1.829640171,0.910194175,0.5017058,0.498355427,0.897039769,0.994035785,1.672405312,1.459143969,1.642512077,2.884615385,0,0,18.11668373,21.35485849,24.09026225,29.32847896,24.88460767,19.53553274,11.96053025,9.840954274,10.13280866,10.11673152,12.2705314,9.903846154,4.922377887,5.58500568,1.228249744,1.736998059,1.829640171,1.618122977,3.010234798,1.893750623,5.780922954,5.864811133,4,3,3,4,2,3,1,1,2,1,1,0,0.598026513,0.596421471,0.885391048,0.389105058,0.289855072,0.865384615,1.325255585,1.609238925,9770,9787,9838,9888,9966,10033,10033,10060,10165,10280,10350,10400,10564
E05000520,497,Richmond Upon Thames,Hampton,60.05249344,76.56807216,59.4131774,59.56960183,67.71263419,62.28196183,56.27438899,51.13752818,55.62322371,51.22539172,58.6,48.75621891,50.79925468,49.72050603,10.18372703,12.16698133,10.96376736,10.50005198,10.73492981,9.644982557,8.009858287,9.018241443,7.917174178,8.437123343,8.5,8.358208955,8.728057272,11.08169069,0.62992126,0.41955108,0.626500992,0.311882732,0.412881916,0.718243382,0.308071473,0.512400082,0.406008932,0.803535556,0.7,0.099502488,0.588408355,1.372952829,0.62992126,0.31466331,1.56625248,0.831687286,1.651527663,0.718243382,0.821523927,0.512400082,0.406008932,0.602651667,0.8,0.199004975,0.686476415,0.784544474,8.293963255,9.230123768,8.353346559,6.861420106,12.28323699,8.311101991,10.98788252,10.35048166,9.033698741,11.0486139,12,10.14925373,11.76816711,8.433853094,19.21259843,21.29221733,15.3492743,20.58426032,17.23781998,24.00985019,19.71657425,16.08936257,19.08241981,15.26717557,20.6,16.8159204,16.96577425,19.02520349,2.414698163,7.656807216,5.2208416,2.9109055,2.270850537,1.846911553,2.772643253,2.152080344,3.65408039,2.511048614,4.3,2.388059701,0,0,16.90288714,23.18019719,15.14044064,16.00998025,21.5730801,15.49353581,9.858287123,8.81328141,11.9772635,9.943752511,8.4,7.263681592,6.962832206,5.491811317,1.25984252,1.258653241,1.461835648,1.039609107,1.238645747,1.231274369,3.491476689,3.381840541,3,2,3,3,4,2,1,1,1,1,0,0,0.308071473,0.307440049,0.101502233,0.703093612,0.3,0.497512438,0.686476415,1.372952829,9525,9534,9577,9619,9688,9746,9738,9758,9852,9956,10000,10050,10197
E05000521,498,Richmond Upon Thames,Hampton North,82.9784911,84.06209007,85.50550769,74.2191751,83.17089019,72.07596029,64.28571429,67.55440078,61.47232671,59.58217864,67.65957447,60.52910053,50.55653802,47.85186726,14.84878262,15.19457805,15.5960301,14.58265317,14.18670132,12.83987915,14.06926407,13.31601169,13.86351424,13.11021104,13.72340426,15.87301587,13.41932799,15.81192136,0.655093351,0.327940533,0.87250518,1.088257699,1.407840589,1.078981442,1.082251082,0.757821804,0.107469103,0.532935408,0.744680851,1.164021164,0.520128992,1.248309581,1.201004476,0.765194578,0.87250518,0.979431929,1.516136019,1.29477773,1.406926407,1.84042438,0.214938205,0.959283735,1.063829787,1.058201058,1.352335379,0.62415479,7.642755759,8.52645387,8.834114953,5.985417347,13.53692874,8.739749676,7.034632035,9.526902674,7.845244492,8.740140695,12.0212766,11.11111111,6.553625299,5.82544471,19.76198275,26.23524268,20.50387174,19.69746436,25.55772146,27.6219249,23.05194805,23.81725669,21.81622783,18.75932637,22.0212766,17.24867725,16.74815354,14.87568917,3.603013429,9.073021425,21.26731377,12.73261508,3.465453758,2.481657315,1.83982684,0.866082061,3.009134874,4.263483266,6.914893617,4.973544974,0,0.104025798,31.55366306,21.97201574,15.5960301,17.84742627,21.98397228,16.29261977,13.52813853,10.71776551,11.60666308,9.592837348,7.446808511,6.031746032,8.634141267,7.177780089,2.620373403,0.655881067,0.981568328,0.54412885,1.299545159,1.29477773,1.948051948,5.954314171,3,2,3,2,2,1,1,1,1,1,0,0,0.324675325,0.757821804,0.322407308,1.27904498,0.744680851,1.26984127,0.936232186,1.040257984,9159,9148,9169,9189,9234,9268,9240,9237,9305,9382,9400,9450,9613
E05000522,499,Richmond Upon Thames,Hampton Wick,52.69461078,63.35135135,58.84240933,62.79119017,59.46284878,55.55555556,54.24286008,54.01549124,58.09753161,52.90691936,57.75609756,53.30097087,49.48610582,46.15531024,6.205770278,9.405405405,11.12656467,11.75349428,9.300867384,8.777364725,10.27326895,8.968609865,8.830022075,9.771986971,9.073170732,10.87378641,8.08907499,10.84887705,0.653238977,0.432432432,0.534930994,0.635324015,0.627024767,0.309789343,0.719128827,0.509580106,0.60204696,0.394827756,0.780487805,1.359223301,0.856490293,1.046821469,0.979858465,1.081081081,0.534930994,1.80008471,1.881074302,1.445683602,1.540990343,0.713412148,1.204093919,0.690948574,1.463414634,0.582524272,0.761324705,1.237152646,8.492106696,11.35135135,5.670268535,8.576874206,9.300867384,10.32631144,8.321347853,8.662861802,10.83684527,10.46293554,10.34146341,9.029126214,9.802055577,6.661591169,20.4681546,21.72972973,22.25312935,21.91867853,20.37830494,19.3102024,18.90281488,20.38320424,19.16516155,17.07630046,19.51219512,18.15533981,16.8443091,15.03616292,1.633097441,2.27027027,1.604792982,1.80008471,1.045041279,0.206526229,1.438257654,2.140236445,1.806140879,2.270259599,1.268292683,1.165048544,0,0,11.75830158,13.83783784,14.55012303,15.24777637,15.78012331,12.80462619,9.348674748,9.172441908,11.94059803,8.78491758,8.097560976,6.990291262,5.519604111,6.09059764,2.068590093,2.378378378,2.246710174,0.847098687,1.045041279,2.168525403,3.390178755,3.159396657,3,3,7,5,7,5,0,1,0,0,0,0,0.308198069,0.305748064,0.5017058,0.493534695,0.585365854,0.291262136,0.380662352,0.570993529,9185,9250,9347,9444,9569,9684,9734,9812,9966,10131,10250,10300,10508
E05000523,500,Richmond Upon Thames,Heathfield,53.21576763,59.88209742,59.49445129,56.97365734,59.99595306,60.12245308,51.52365678,54.71246006,51.31241366,50.86727733,59.61352657,59.13461538,43.89276949,55.31432887,12.55186722,15.61692005,17.05713111,17.35756586,14.46782679,14.95533474,13.63271852,11.38178914,13.71620288,13.74001169,14.58937198,15.09615385,12.64866906,18.97300359,0.518672199,0.62053987,0.822030415,0.918929957,1.214083367,1.405199237,0.801924619,1.198083067,1.480165779,1.461703372,0.869565217,1.538461538,0.849537474,1.132716632,1.141078838,1.344503051,0.719276613,1.123136614,1.922298665,1.405199237,1.503608661,1.198083067,1.282810341,0.974468914,1.739130435,1.826923077,0.943930527,0.755144421,7.468879668,6.619091943,8.117550349,7.657749643,9.206798867,8.933052293,6.615878107,11.38178914,10.65719361,9.549795362,11.78743961,13.17307692,6.229941476,10.00566358,12.34439834,16.85799979,13.87176326,13.68184603,15.985431,18.36796146,11.5276664,14.37699681,14.11091376,11.59618008,16.52173913,13.75,11.89352464,12.93184822,0.933609959,1.241079739,1.438553226,1.633653257,0.404694456,0.802970993,0.801924619,0.798722045,1.085454904,1.656597155,1.835748792,2.115384615,0,0,15.87136929,15.0998035,15.31031648,13.06922606,14.77134763,12.34567901,13.53247795,10.38338658,6.710084863,8.672773339,8.309178744,6.634615385,7.362658108,7.645837266,1.452282158,1.551349674,0.924784217,0.816826629,1.517604209,1.706313359,2.706495589,3.095047923,2,3,3,4,4,3,1,1,1,1,1,0,0.40096231,0.8985623,0.493388593,0.584681349,1.449275362,1.442307692,0.377572211,0.849537474,9640,9669,9732,9794,9884,9963,9976,10016,10134,10262,10350,10400,10594
E05000524,501,Richmond Upon Thames,Kew,82.64202457,93.80494363,70.97167225,79.15462068,62.48779535,62.99664911,59.07930806,53.43014056,56.13173217,57.39671257,62.44541485,61.13043478,56.5940662,56.67981478,7.140606952,8.790981487,7.411919992,9.570331971,7.713337239,7.276208712,6.049721146,5.771199851,7.368995633,7.463349622,8.209606987,7.47826087,6.945635397,9.260847196,0.525044629,0.310269935,0.507665753,0.797527664,0.19527436,0.478697942,0.472634465,0.558503211,0.818777293,0.444247001,0.349344978,0.608695652,0.428742926,1.028983022,1.680142812,1.654772986,0.609198903,0.697836706,1.074008983,1.531833413,0.567161357,0.744670949,1.091703057,0.355397601,0.786026201,0.52173913,0.857485851,0.342994341,16.90643705,17.16826973,11.47324601,13.25889742,12.69283343,14.55241742,10.39795822,9.866890068,8.005822416,10.21768103,11.79039301,14.52173913,9.946835877,9.775338707,39.16832931,41.98986452,35.23200325,35.58967202,28.02187073,28.33891814,30.15407884,26.90123802,28.65720524,28.52065749,30.82969432,30.08695652,31.55547933,31.04098782,2.310196367,2.689006102,2.233729313,3.588874489,1.952743605,1.531833413,1.985064751,1.117006423,2.820232897,3.28742781,3.231441048,2.260869565,0.085748585,0.085748585,12.81108894,17.99565622,12.28551122,14.05642508,9.373169303,7.371948301,6.900463182,4.933445034,4.912663755,4.175921813,5.240174672,3.913043478,4.373177843,3.687189161,0.73506248,1.758196297,1.116864656,1.49536437,1.171646163,1.531833413,1.512430286,2.978683794,2,2,1,1,2,1,1,1,0,0,0,0,1.039795822,0.558503211,0.363901019,0.888494003,0.524017467,0.260869565,0.771737266,0.857485851,9523,9669,9849,10031,10242,10445,10579,10743,10992,11255,11450,11500,11662
E05000525,502,Richmond Upon Thames,Mortlake and Barnes Common,96.22472358,96.86694428,83.89063729,100.1853478,87.2418452,70.8277576,66.23463261,70.50127926,51.05666729,63.79056047,59.45205479,73.21100917,62.17289298,64.06785779,12.05299333,9.716438628,11.80173092,12.09638084,13.51090523,11.27891417,8.958353188,8.244101203,8.415934169,10.78539823,8.584474886,9.541284404,7.309149973,14.43782711,0.298834545,0.594883998,0.196695515,0.58530875,0.675545262,0.860256165,0.762413037,1.137117407,0.748083037,0.829646018,0.639269406,1.19266055,1.082837033,0.631654936,2.291064847,1.487209994,0.885129819,2.633889377,5.018336229,3.441024661,1.524826075,1.705676111,2.524780251,1.382743363,1.278538813,2.752293578,1.082837033,0.721891355,22.51220241,21.71326591,14.55546814,20.19315189,16.50260567,17.2051233,11.2455923,14.40348716,10.66018328,14.56489676,11.14155251,13.57798165,12.5428623,10.37718823,35.16286483,43.32738449,34.91345397,39.89854648,28.27639452,23.99158861,26.87505956,27.19605799,18.70207593,23.1379056,26.02739726,34.95412844,29.77801841,29.50730915,2.689510907,2.577830656,2.261998426,1.365720418,0.675545262,0.57350411,0.762413037,1.516156543,1.122124556,1.382743363,2.465753425,2.201834862,0,0.180472839,16.83434605,14.47551061,17.21085759,21.65642376,20.26635785,12.23475435,13.43752978,12.79257083,7.200299233,7.55899705,7.579908676,6.23853211,7.038440715,5.504421585,1.693395757,1.388062661,1.27852085,1.560823334,1.833622853,1.14700822,2.382540741,2.748033734,1,4,1,2,3,2,3,2,1,0,0,0,0.285904889,0.758078272,0.187020759,0.460914454,0.273972603,0.458715596,0.631654936,0.902364194,10039,10086,10168,10251,10362,10462,10493,10553,10694,10848,10950,10900,11082
E05000526,503,Richmond Upon Thames,North Richmond,108.7000608,109.8878901,103.4586466,84.49442675,86.79802956,81.82794649,70.34980025,62.34244716,59.8372427,64.70199301,72.30046948,66.88372093,53.00611258,58.57129824,11.96511864,10.2009898,14.83709273,12.63933121,15.17241379,9.667024705,8.087303907,6.302113632,8.712302537,10.48455653,10.61032864,9.860465116,11.49530152,14.23227808,0.811194484,0.100999899,0.802005013,0.597133758,0.492610837,0.292940143,0.682061775,0.581733566,0.861656295,0.944554642,0.751173709,0.465116279,0.729860414,1.094790621,0.912593794,2.120997879,2.205513784,1.592356688,2.068965517,1.562347427,1.071811361,1.163467132,1.819052178,0.377821857,1.220657277,1.023255814,0.638627862,0.547395311,19.67146623,14.94798505,13.53383459,12.34076433,14.97536946,14.15877356,14.22585989,10.37424859,8.712302537,11.52356664,13.89671362,12.46511628,11.03913876,8.119697108,45.12269317,47.77295223,46.51629073,36.72372611,28.4729064,35.73869739,30.69277989,29.0866783,26.2326472,27.67545102,29.76525822,25.76744186,21.89581243,25.7275796,12.37071588,10.5039895,8.621553885,3.881369427,6.403940887,3.808221853,3.507746273,2.326934264,1.436093825,3.211485784,3.38028169,5.11627907,0,0,15.00709795,21.91697808,15.23809524,15.02786624,17.24137931,15.33053413,8.477053493,9.016870273,8.712302537,7.273070747,9.014084507,8.558139535,4.744092692,6.751208831,1.723788278,1.615998384,1.102756892,1.492834395,1.477832512,1.17176057,2.435934912,2.811712236,3,2,2,3,2,1,1,1,1,0,0,0,1.169248758,0.67868916,0.478697942,1.133465571,1.502347418,0.837209302,0.273697655,0.912325518,9862,9901,9975,10048,10150,10241,10263,10314,10445,10587,10650,10750,10961
